84,1152,2722,1335,2722,1335,2764,1152,2764,Remit To:
85,115,2781,250,2781,250,2820,115,2820,Mail To
86,800,2779,1141,2779,1141,2831,800,2831,Bank ID Description
87,1352,2780,1605,2780,1605,2829,1352,2829,Check Routing
88,1920,2781,2052,2781,2052,2820,1920,2820,SWIFT
89,115,2832,425,2832,425,2875,115,2875,9749 Clifford Drive
90,798,2830,1065,2830,1065,2869,798,2869,Bank of America
91,1350,2830,1544,2830,1544,2869,1350,2869,0011900571
92,1920,2830,2122,2830,2122,2869,1920,2869,BOFAUS3N
93,113,2879,393,2879,393,2930,113,2930,Dallas, TX 75220
94,798,2884,977,2884,977,2926,798,2926,Institution
95,1352,2879,1586,2879,1586,2934,1352,2934,ACH Routing
96,1919,2877,2381,2877,2381,2934,1919,2934,Fractional Routing Number
97,115,2933,173,2933,173,2973,115,2973,US
98,798,2933,869,2933,869,2970,798,2970,NIA
99,1350,2933,1524,2933,1524,2973,1350,2973,011900571
100,1922,2933,2140,2933,2140,2973,1922,2973,51-57/119 CT
101,115,2985,237,2985,237,3024,115,3024,E-mail:
102,234,2977,570,2977,570,3038,234,3038,accounting@dieninc 
103,554,2991,625,2991,625,3020,554,3020,com
104,1355,2987,1441,2987,1441,3027,1355,3027,Wire
105,1436,2979,1585,2979,1585,3041,1436,3041,Routing
106,1920,2987,2019,2987,2019,3029,1920,3029,FEIN
107,1350,3031,1529,3031,1529,3073,1350,3073,026009593
108,1920,3031,2109,3031,2109,3073,1920,3073,61-1966841
109,1353,3080,1720,3080,1720,3122,1353,3122,Account Number UUSD
110,1350,3129,1583,3129,1583,3168,1350,3168,385015955991
111,109,3198,352,3198,352,3249,109,3249,ORIGINAL
112,21,3261,182,3261,182,3291,21,3291,VX.84262-0Fr
113,737,2616,852,2608,852,2654,738,2661,goods
