58,2051,1304,2088,1304,2088,1356,2051,1356,$
59,2348,1311,2436,1311,2436,1356,2348,1356,5.00
60,266,1343,615,1343,615,1395,266,1395,10/01/23-10/31/23
61,264,1388,604,1388,604,1437,264,1437,Fuel And Materal
62,595,1380,812,1380,812,1452,595,1452,Surcharge
63,2322,1402,2439,1402,2439,1446,2322,1446,23.65
64,262,1430,574,1430,574,1493,262,1493,Finance Charge
65,2049,1399,2088,1399,2088,1536,2049,1536,6
66,2340,1448,2439,1448,2439,1490,2340,1490,212
67,261,1476,811,1476,811,1540,261,1540,Current Charges And Fees
68,843,1470,978,1470,978,1556,843,1556,042
69,1219,1456,1677,1456,1677,1553,1219,1553,1049 | 6236s0
70,1730,1459,1909,1459,1909,1543,1730,1543,70SD
71,2300,1488,2437,1488,2437,1537,2300,1537,164.36
72,264,1566,468,1566,468,1622,264,1622,Total Due
73,2052,1580,2082,1580,2082,1623,2052,1623,S
74,2300,1578,2440,1578,2440,1628,2300,1628,468,90
75,1056,1602,1506,1602,1506,1681,1056,1681,Kurtis Borman
76,108,1708,2392,1708,2392,1774,108,1774,Due date is for new charges only- If there is a previous balance due on your account; please pay immediately to avoid service
77,103,1756,725,1756,725,1812,103,1812,interruption or collections action:
78,107,1845,513,1845,513,1890,107,1890,Dear Valued Customer:
79,602,1850,663,1850,663,1892,602,1892,bill
80,740,1846,2322,1846,2322,1907,740,1907,include an Admin Fee. This Admin Fee will be removed if you sign-up for and continue to use
81,104,1889,2382,1889,2382,1956,104,1956,auto-pay: To sign Up for auto-pay; please visi https Jlmyaccount wcicustomer_com or download the WasteConnect app. To register for
82,101,1938,1964,1938,1964,2002,101,2002,auto-pay; you will need the full account number and the current invoice number listed at the top of this invoice:
83,610,2044,1146,2044,1146,2088,610,2088,Please remit to the address below
84,1211,2049,1870,2049,1870,2093,1211,2093,return your remit stub with your payment
85,396,2316,1016,2316,1016,2361,396,2361,MDC ENVIRONMENTAL SERVICES INC
86,1439,2323,1646,2323,1646,2355,1439,2355,ACCOUNT NO
87,2259,2326,2433,2326,2433,2358,2259,2358,3084-300517
88,396,2358,993,2358,993,2400,396,2400,A WASTE CONNECTIONS COMPANY
89,1436,2364,1626,2364,1626,2397,1436,2397,INVOICE NO.
90,2232,2363,2439,2363,2439,2403,2232,2403,22454942T084
91,394,2399,936,2399,936,2444,394,2444,5450 WANSFORD WAY SUITE 201
92,1435,2402,1712,2402,1712,2441,1435,2441,STATEMENT DATE
93,2307,2404,2436,2404,2436,2444,2307,2444,10/01/23
94,394,2438,807,2438,807,2480,394,2480,ROCKFORD IL 61109-7549
95,1438,2446,1596,2446,1596,2483,1438,2483,DUE DATEE
96,2242,2448,2439,2448,2439,2490,2242,2490,Upon Receipt
97,1438,2487,1722,2487,1722,2524,1438,2524,PAY THHIS AMOUNT
98,2317,2490,2439,2490,2439,2529,2317,2529,3468.90
99,2455,2489,2478,2489,2478,2509,2455,2509,(0
100,221,2526,327,2526,327,2565,221,2565,AV 01
101,339,2526,585,2526,585,2568,339,2568,001054 01921
102,598,2529,628,2529,628,2564,598,2564,H
103,639,2532,667,2532,667,2564,639,2564,3
104,680,2528,830,2528,830,2570,680,2570,V*#SDGT
105,1436,2545,1574,2545,1574,2577,1436,2577,WRTE WN
106,1436,2576,1577,2576,1577,2608,1436,2608,AMOUNT
107,212,2576,1078,2576,1078,2648,212,2648,Iuluiluql'lu[ tuelh!ryrlzy'|Iu-['ull-hu+hll
108,1436,2609,1512,2609,1512,2642,1436,2642,PAID
109,221,2660,559,2660,559,2702,221,2702,AMERICAN COLLOID
110,1570,2656,1850,2656,1850,2688,1570,2688,TO CHANGE ADDRESS
111,221,2701,400,2701,400,2743,221,2743,PO BOX 37
112,1569,2692,2305,2692,2305,2728,1569,2728,Check here and complete the information on the reverse side,
113,221,2742,624,2742,624,2784,221,2784,BELVIDERE IL 61008-0037
114,1464,2761,1749,2761,1749,2794,1464,2794,KAIL PAYMENT TO:
115,1463,2802,1995,2802,1995,2844,1463,2844,HDC ENVIRONMENTAL SERVICES
116,2007,2802,2078,2802,2078,2844,2007,2844,Inc
117,1468,2850,1488,2850,1488,2878,1468,2878,A
118,1502,2842,2014,2842,2014,2887,1502,2887,WASTE   CONNECTIONS COMPANY
119,1463,2884,1735,2884,1735,2924,1463,2924,PO BOX 535233
120,1463,2925,1673,2925,1673,2965,1463,2965,PITTSBURGH
121,1685,2925,1732,2925,1732,2965,1685,2965,PA
122,1747,2925,1954,2925,1954,2967,1747,2967,15253-5233
123,1451,2994,2312,2994,2312,3056,1451,3056,dw,lll-/ lypltlluupelelupllwlblvullhl'qul"t
124,279,3182,408,3182,408,3231,279,3231,3084
125,425,3180,1219,3180,1219,3242,425,3242,00o000000000000000x3005170
126,1238,3190,1731,3190,1731,3242,1238,3242,000ooo4689000000E
127,1813,3190,2179,3190,2179,3242,1813,3242,000022454942
128,2202,3197,2232,3197,2232,3237,2202,3237,1
129,1006,1460,1193,1448,1193,1540,1006,1552,7450
130,518,1843,610,1857,602,1900,509,1887,Your '
131,664,1848,747,1859,740,1902,657,1891,may
132,1142,2053,1211,2048,1213,2084,1145,2089,and
