49,147,1655,383,1655,383,1696,147,1696,DESCRIPTION
50,1698,1655,1896,1655,1896,1696,1698,1696,VAT IN EUR
51,2046,1655,2346,1655,2346,1696,2046,1696,CHARGES IN EURI
52,147,1712,205,1712,205,1757,147,1757,20
53,238,1715,362,1715,362,1757,238,1757,OCEAN
54,375,1715,540,1715,540,1757,375,1757,FREIGHT
55,1570,1718,1735,1718,1735,1754,1570,1754,Reverse
56,1747,1707,1900,1707,1900,1767,1747,1767,Charge
57,2155,1709,2347,1709,2347,1761,2155,1761,9.280, 00
58,148,1780,223,1780,223,1821,148,1821,BAF
59,239,1777,406,1777,406,1826,239,1826,(Bunker
60,421,1778,515,1778,515,1822,421,1822,Fuel
61,530,1777,763,1777,763,1829,530,1829,Surcharge)
62,1570,1783,1735,1783,1735,1820,1570,1820,Reverse
63,1748,1774,1899,1774,1899,1831,1748,1831,Charge
64,2155,1777,2347,1777,2347,1826,2155,1826,1.296,00
65,147,2156,444,2156,444,2198,147,2198,TOTAL CHARGES
66,148,2209,424,2209,424,2238,148,2238,Please contact us within
67,439,2207,890,2207,890,2244,439,2244,~days should there be any discrepancies
68,1611,2208,1803,2208,1803,2247,1611,2247,SUBTOTAL
69,2134,2208,2346,2208,2346,2253,2134,2253,10.576,00]
70,1726,2260,1803,2260,1803,2299,1726,2299,VAT
71,2290,2263,2340,2263,2340,2299,2290,2299,00
72,1602,2329,1803,2329,1803,2373,1602,2373,TOTAL EUR
73,2087,2328,2347,2328,2347,2382,2087,2382,10 . 576 , 00
74,243,2419,504,2419,504,2455,243,2455,CHARGES IN EUR
75,716,2423,777,2423,777,2454,716,2454,VAT
76,791,2422,877,2422,877,2458,791,2458,RATE
77,976,2423,1106,2423,1106,2454,976,2454,REASON
78,366,2471,504,2471,504,2507,366,2507,10.576,00
79,715,2471,781,2471,781,2507,715,2507,0,00
80,980,2476,998,2476,998,2503,980,2503,1
81,1008,2471,1770,2471,1770,2510,1008,2510,OUT PUT VAT UE 0% [ART 44 AND 196 DIR. 2008/8/CE]
82,366,2523,504,2523,504,2560,366,2560,10.576,00
83,718,2524,780,2524,780,2556,718,2556,0,00
84,180,2647,504,2647,504,2686,180,2686,PAYMENT METHOD
85,514,2647,734,2647,734,2683,514,2683,Bank Transfer
86,147,2685,457,2685,457,2724,147,2724,Transfer Funds To:
87,1249,2688,1403,2688,1403,2724,1249,2724,Address:
88,229,2737,633,2737,633,2779,229,2779,Bank CREDIT AGRICOLE
89,758,2737,1049,2737,1049,2779,758,2779,SWIFT BSUIFRPP
90,1252,2729,1872,2729,1872,2765,1252,2765,XPO GLOBAL FORWARDING SPAIN SL
91,1252,2765,1789,2765,1789,2806,1252,2806,CISAN VICENTE 8 EDIF ALBIA Il,3
92,179,2789,430,2789,430,2830,179,2830,Account FR763
93,457,2789,871,2789,871,2828,457,2828,4890001 000260363811 47
94,1249,2800,1482,2800,1482,2839,1249,2839,48001 BILBAO
95,147,2830,1085,2830,1085,2872,147,2872,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK
96,1252,2836,1345,2836,1345,2880,1252,2880,Spain
97,147,2871,392,2871,392,2913,147,2913,SIEGE SOCIAL
98,410,2871,869,2871,869,2913,410,2913,12, PLACE DES ETATS-UNIS
99,887,2874,1049,2874,1049,2913,887,2913,CS 70052
100,147,2915,603,2915,603,2957,147,2957,92547 MONTROUGE CEDEX
101,257,3011,762,3011,762,3047,257,3047,Ref MINEURORKI XBIO0024288
102,588,3129,677,3129,677,3165,588,3165,CLF_
103,687,3129,912,3129,912,3165,687,3165,B-95465548
104,942,3131,1609,3131,1609,3173,942,3173,Registro Mercantil de Vizcaya, Hoja Bl-48651
105,1619,3132,2162,3132,2162,3168,1619,3168,Folio 155, Tomo 5258, Inscripcion 32
106,195,3155,223,3155,223,3192,195,3192,8
107,587,3188,780,3188,780,3219,587,3219,48001 BILBAO
108,915,3187,1346,3187,1346,3223,915,3223,28830 San Fernando de Henares
109,1383,3184,1883,3184,1883,3220,1383,3220,08130 SANTA PERPETUA (Barcelona)
110,1908,3188,2134,3188,2134,3216,1908,3216,46021 VALENCIA
111,191,3192,227,3192,227,3289,191,3289,8
112,586,3213,778,3213,778,3250,586,3250,San Vicente, 8
113,918,3218,1016,3218,1016,3246,918,3246,Madrid
114,1384,3215,1739,3215,1739,3246,1384,3246,Ci Calderi, S/n-CIM Valles
115,1908,3215,2337,3215,2337,3246,1908,3246,C Doctor Manuel Candela; 10,12
116,587,3245,846,3245,846,3277,587,3277,Edificio Albia II, 3'8
117,916,3245,1122,3245,1122,3277,916,3277,Ci Zapadores; 1
118,1384,3245,1421,3245,1421,3274,1384,3274,PI;
119,1428,3245,1588,3245,1588,3274,1428,3274,5", Of,5657
120,188,3293,392,3293,392,3338,188,3338,ISO 9001
121,647,3294,870,3294,870,3323,647,3323,+34944780016
122,979,3294,1199,3294,1199,3323,979,3323,+34913924273
123,1447,3294,1671,3294,1671,3323,1447,3323,+34938 405 358
124,1973,3294,2197,3294,2197,3323,1973,3323,+34963 663388
125,584,3322,870,3322,870,3351,584,3351,Fax +34944 780 478
126,918,3322,1202,3322,1202,3351,918,3351,Fax +34916740735
127,1390,3325,1443,3325,1443,3351,1390,3351,Far
128,1450,3322,1671,3322,1671,3351,1450,3351,+34938 400 288
129,1913,3322,2197,3322,2197,3351,1913,3351,Far +34963 563 275
130,192,3007,259,3020,251,3057,184,3044,Pay
