44,299,1033,535,1033,535,1081,299,1081,United Kingdom
45,1258,1127,1440,1127,1440,1176,1258,1176,Handled by
46,1652,1134,1872,1134,1872,1173,1652,1173,Amanda Jarvis
47,1256,1163,1385,1163,1385,1212,1256,1212,Sold by
48,1651,1169,1872,1169,1872,1209,1651,1209,Amanda Jarvis
49,287,1405,362,1405,362,1441,287,1441,Item
50,288,1445,415,1445,415,1476,288,1476,number
51,473,1444,655,1444,655,1485,473,1485,Description
52,1008,1449,1178,1449,1178,1491,1008,1491,Net weight
53,1202,1451,1341,1451,1341,1494,1202,1494,Quantity
54,1397,1455,1469,1455,1469,1491,1397,1491,Unit
55,1501,1455,1655,1455,1655,1496,1501,1496,Unit price
56,1712,1457,1844,1457,1844,1493,1712,1493,Amount
57,289,1497,919,1497,919,1546,289,1546,100063422   TAMSEAL 20,25KG, BUCKET
58,997,1504,1179,1504,1179,1555,997,1555,2,400.00 kg
59,1252,1512,1340,1512,1340,1548,1252,1548,96.00
60,1411,1518,1466,1518,1466,1554,1411,1554,pCS
61,1564,1515,1652,1515,1652,1551,1564,1551,36.64
62,1707,1515,1839,1515,1839,1554,1707,1554,3,517.44
63,470,1534,718,1534,718,1579,470,1579,Commodity code
64,733,1537,886,1537,886,1579,733,1579,38160090
65,471,1572,551,1572,551,1609,471,1609,ETA:
66,467,1607,598,1607,598,1651,467,1651,Quantity
67,613,1609,953,1609,953,1654,613,1654,96,00 Delivery note No.
68,969,1613,1134,1613,1134,1655,969,1655,28-013637
69,1213,1619,1288,1619,1288,1655,1213,1655,date
70,1304,1619,1455,1619,1455,1661,1304,1661,14.9.2023
71,467,1643,598,1643,598,1686,467,1686,Quantity
72,612,1644,949,1644,949,1693,612,1693,96,00 Delivery note No.
73,969,1649,1132,1649,1132,1691,969,1691,28-013637
74,1213,1655,1285,1655,1285,1691,1213,1691,date
75,1304,1655,1455,1655,1455,1696,1304,1696,14,9.2023
76,915,1937,1099,1937,1099,1976,915,1976,Net amount
77,2120,1951,2253,1951,2253,1989,2120,1989,3,517.44
78,915,1972,1093,1972,1093,2017,915,2017,Freight Fee
79,2145,1986,2253,1986,2253,2025,2145,2025,302.38
80,911,2007,1662,2007,1662,2062,911,2062,VAT amount 20.00% (VAT base amount 3,819.82)
81,2145,2022,2255,2022,2255,2063,2145,2063,763.96
82,911,2043,1123,2043,1123,2084,911,2084,Total amount
83,2118,2060,2335,2060,2335,2099,2118,2099,4,583.78 GBP
84,112,3091,353,3091,353,3132,112,3132,Normet UK Ltd,
85,720,3099,827,3099,827,3135,720,3135,Phone
86,1115,3102,1228,3102,1228,3141,1115,3141,Vat No_
87,1520,3110,1609,3110,1609,3146,1520,3146,Bank
88,1778,3113,2036,3113,2036,3154,1778,3154,Lloyds Bank GBP
89,111,3123,312,3123,312,3173,111,3173,N&R Building
90,744,3132,1037,3132,1037,3180,744,3180,44(0) 333 240 9966
91,1115,3140,1356,3140,1356,3182,1115,3182,GB 478 0700 37
92,1520,3151,1715,3151,1715,3187,1520,3187,Account No.
93,112,3164,397,3164,397,3205,112,3205,Unit 9 Wheler Road
94,109,3199,529,3199,529,3243,109,3243,Seven Stars Industrial Estate
95,1518,3189,1606,3189,1606,3225,1518,3225,IBAN
96,1774,3188,2207,3188,2207,3238,1774,3238,GBS3LOYD30904200187583
97,108,3235,381,3235,381,3278,108,3278,Coventry CV3 4LA
98,1518,3225,1707,3225,1707,3264,1518,3264,SWIFT code
99,1775,3228,2011,3228,2011,3269,1775,3269,LOYDGB21005
100,717,3255,970,3255,970,3291,717,3291,Wnormet com
101,1518,3263,1721,3263,1721,3302,1518,3302,OVT Number
102,106,3307,433,3307,433,3346,106,3346,sales.uk@normet.com
103,1343,3317,2007,3317,2007,3369,1343,3369,Registered in England and Wales 6004916
104,121,3366,163,3366,163,3394,121,3394,Sl1
105,191,1437,269,1448,262,1482,185,1471,Row
106,1145,1611,1220,1622,1213,1661,1138,1650,Ship
107,1145,1649,1220,1659,1213,1696,1139,1686,Ship
